,Word,Number of Syllables,Formatted for JS,Syllables Separated by semicolon,1st Syllable,2nd Syllable,3rd Syllable,4th Syllable,5th Syllable,6th Syllable,7th Syllable,8th Syllable
,acceleration,5,"'acceleration': 5,",ac;cel;er;a;tion,ac,cel,er,a,tion,,,
,accelerator,5,"'accelerator': 5,",ac;cel;er;a;tor,ac,cel,er,a,tor,,,
,accelerated,5,"'accelerated': 5,",ac;cel;er;at;ed,ac,cel,er,at,ed,,,
,accelerating,5,"'accelerating': 5,",ac;cel;er;at;ing,ac,cel,er,at,ing,,,
,accelerate,4,"'accelerate': 4,",ac;cel;er;ate,ac,cel,er,ate,,,,
,accelerometer,6,"'accelerometer': 6,",ac;cel;er;om;e;ter,ac,cel,er,om,e,ter,,
,accentuate,4,"'accentuate': 4,",ac;cen;tu;ate,ac,cen,tu,ate,,,,
,accent,2,"'accent': 2,",ac;cent,ac,cent,,,,,,
,acceptor,3,"'acceptor': 3,",ac;cep;tor,ac,cep,tor,,,,,
,accept,2,"'accept': 2,",ac;cept,ac,cept,,,,,,
,acceptability,6,"'acceptability': 6,",ac;cept;a;bil;i;ty,ac,cept,a,bil,i,ty,,
,acceptable,4,"'acceptable': 4,",ac;cept;a;ble,ac,cept,a,ble,,,,
,acceptance,3,"'acceptance': 3,",ac;cept;ance,ac,cept,ance,,,,,
,accepted,3,"'accepted': 3,",ac;cept;ed,ac,cept,ed,,,,,
,accessibility,6,"'accessibility': 6,",ac;ces;si;bil;i;ty,ac,ces,si,bil,i,ty,,
,accessible,4,"'accessible': 4,",ac;ces;si;ble,ac,ces,si,ble,,,,
,accession,3,"'accession': 3,",ac;ces;sion,ac,ces,sion,,,,,
,accessory,4,"'accessory': 4,",ac;ces;so;ry,ac,ces,so,ry,,,,
,access,2,"'access': 2,",ac;cess,ac,cess,,,,,,
,accidental,4,"'accidental': 4,",ac;ci;den;tal,ac,ci,den,tal,,,,
,accidentally,5,"'accidentally': 5,",ac;ci;den;tal;ly,ac,ci,den,tal,ly,,,
,accident,3,"'accident': 3,",ac;ci;dent,ac,ci,dent,,,,,
,acclaim,2,"'acclaim': 2,",ac;claim,ac,claim,,,,,,
,accolade,3,"'accolade': 3,",ac;co;lade,ac,co,lade,,,,,
,accommodation,5,"'accommodation': 5,",ac;com;mo;da;tion,ac,com,mo,da,tion,,,
,accommodated,5,"'accommodated': 5,",ac;com;mo;dat;ed,ac,com,mo,dat,ed,,,
,accommodating,5,"'accommodating': 5,",ac;com;mo;dat;ing,ac,com,mo,dat,ing,,,
,accommodate,4,"'accommodate': 4,",ac;com;mo;date,ac,com,mo,date,,,,
,accompaniment,5,"'accompaniment': 5,",ac;com;pa;ni;ment,ac,com,pa,ni,ment,,,
,accompanied,4,"'accompanied': 4,",ac;com;pa;nied,ac,com,pa,nied,,,,
,accompany,4,"'accompany': 4,",ac;com;pa;ny,ac,com,pa,ny,,,,
,accompanying,5,"'accompanying': 5,",ac;com;pa;ny;ing,ac,com,pa,ny,ing,,,
,accomplice,3,"'accomplice': 3,",ac;com;plice,ac,com,plice,,,,,
,accomplish,3,"'accomplish': 3,",ac;com;plish,ac,com,plish,,,,,
,accomplishment,4,"'accomplishment': 4,",ac;com;plish;ment,ac,com,plish,ment,,,,
,accomplished,3,"'accomplished': 3,",ac;com;plished,ac,com,plished,,,,,
,accordion,4,"'accordion': 4,",ac;cor;di;on,ac,cor,di,on,,,,
,accord,2,"'accord': 2,",ac;cord,ac,cord,,,,,,
,accordance,3,"'accordance': 3,",ac;cord;ance,ac,cord,ance,,,,,
,according,3,"'according': 3,",ac;cord;ing,ac,cord,ing,,,,,
,accordingly,4,"'accordingly': 4,",ac;cord;ing;ly,ac,cord,ing,ly,,,,
,account,2,"'account': 2,",ac;count,ac,count,,,,,,
,accountability,6,"'accountability': 6,",ac;count;a;bil;i;ty,ac,count,a,bil,i,ty,,
,accountable,4,"'accountable': 4,",ac;count;a;ble,ac,count,a,ble,,,,
,accountancy,4,"'accountancy': 4,",ac;count;an;cy,ac,count,an,cy,,,,
,accountant,3,"'accountant': 3,",ac;count;ant,ac,count,ant,,,,,
,accounting,3,"'accounting': 3,",ac;count;ing,ac,count,ing,,,,,
,accra,2,"'accra': 2,",ac;cra,ac,cra,,,,,,
,accretion,3,"'accretion': 3,",ac;cre;tion,ac,cre,tion,,,,,
,accreditation,5,"'accreditation': 5,",ac;cred;i;ta;tion,ac,cred,i,ta,tion,,,
,accrual,3,"'accrual': 3,",ac;cru;al,ac,cru,al,,,,,
,accruing,3,"'accruing': 3,",ac;cru;ing,ac,cru,ing,,,,,
,accrue,2,"'accrue': 2,",ac;crue,ac,crue,,,,,,
,accrued,2,"'accrued': 2,",ac;crued,ac,crued,,,,,,
,accumulation,5,"'accumulation': 5,",ac;cu;mu;la;tion,ac,cu,mu,la,tion,,,
,accumulator,5,"'accumulator': 5,",ac;cu;mu;la;tor,ac,cu,mu,la,tor,,,
,accumulated,5,"'accumulated': 5,",ac;cu;mu;lat;ed,ac,cu,mu,lat,ed,,,
,accumulating,5,"'accumulating': 5,",ac;cu;mu;lat;ing,ac,cu,mu,lat,ing,,,
,accumulate,4,"'accumulate': 4,",ac;cu;mu;late,ac,cu,mu,late,,,,
,accuracy,4,"'accuracy': 4,",ac;cu;ra;cy,ac,cu,ra,cy,,,,
,accurate,3,"'accurate': 3,",ac;cu;rate,ac,cu,rate,,,,,
,accurately,4,"'accurately': 4,",ac;cu;rate;ly,ac,cu,rate,ly,,,,
,accusation,4,"'accusation': 4,",ac;cu;sa;tion,ac,cu,sa,tion,,,,
,accuser,3,"'accuser': 3,",ac;cus;er,ac,cus,er,,,,,
,accusing,3,"'accusing': 3,",ac;cus;ing,ac,cus,ing,,,,,
,accustomed,3,"'accustomed': 3,",ac;cus;tomed,ac,cus,tomed,,,,,
,accuse,2,"'accuse': 2,",ac;cuse,ac,cuse,,,,,,
,accused,2,"'accused': 2,",ac;cused,ac,cused,,,,,,
,acetate,3,"'acetate': 3,",ac;e;tate,ac,e,tate,,,,,
,acetone,3,"'acetone': 3,",ac;e;tone,ac,e,tone,,,,,
,acetyl,3,"'acetyl': 3,",ac;e;tyl,ac,e,tyl,,,,,
,acetylcholine,5,"'acetylcholine': 5,",ac;e;tyl;cho;line,ac,e,tyl,cho,line,,,
,acidosis,4,"'acidosis': 4,",ac;i;do;sis,ac,i,do,sis,,,,
,acidophilus,5,"'acidophilus': 5,",ac;i;doph;i;lus,ac,i,doph,i,lus,,,
,acid,2,"'acid': 2,",ac;id,ac,id,,,,,,
,acknowledging,4,"'acknowledging': 4,",ac;knowl;edg;ing,ac,knowl,edg,ing,,,,
,acknowledgment,4,"'acknowledgment': 4,",ac;knowl;edg;ment,ac,knowl,edg,ment,,,,
,acknowledge,3,"'acknowledge': 3,",ac;knowl;edge,ac,knowl,edge,,,,,
,acknowledgement,4,"'acknowledgement': 4,",ac;knowl;edge;ment,ac,knowl,edge,ment,,,,
,acknowledged,3,"'acknowledged': 3,",ac;knowl;edged,ac,knowl,edged,,,,,
,acme,2,"'acme': 2,",ac;me,ac,me,,,,,,
,acne,2,"'acne': 2,",ac;ne,ac,ne,,,,,,
,acquaint,2,"'acquaint': 2,",ac;quaint,ac,quaint,,,,,,
,acquaintance,3,"'acquaintance': 3,",ac;quaint;ance,ac,quaint,ance,,,,,
,acquainted,3,"'acquainted': 3,",ac;quaint;ed,ac,quaint,ed,,,,,
,acquisition,4,"'acquisition': 4,",ac;qui;si;tion,ac,qui,si,tion,,,,
,acquiring,3,"'acquiring': 3,",ac;quir;ing,ac,quir,ing,,,,,
,acquire,2,"'acquire': 2,",ac;quire,ac,quire,,,,,,
,acquired,2,"'acquired': 2,",ac;quired,ac,quired,,,,,,
,acquittal,3,"'acquittal': 3,",ac;quit;tal,ac,quit,tal,,,,,
,acquitted,3,"'acquitted': 3,",ac;quit;ted,ac,quit,ted,,,,,
,acrobat,3,"'acrobat': 3,",ac;ro;bat,ac,ro,bat,,,,,
,acrobatic,4,"'acrobatic': 4,",ac;ro;bat;ic,ac,ro,bat,ic,,,,
,acronym,3,"'acronym': 3,",ac;ro;nym,ac,ro,nym,,,,,
,activation,4,"'activation': 4,",ac;ti;va;tion,ac,ti,va,tion,,,,
,activator,4,"'activator': 4,",ac;ti;va;tor,ac,ti,va,tor,,,,
,activated,4,"'activated': 4,",ac;ti;vat;ed,ac,ti,vat,ed,,,,
,activating,4,"'activating': 4,",ac;ti;vat;ing,ac,ti,vat,ing,,,,
,activate,3,"'activate': 3,",ac;ti;vate,ac,ti,vate,,,,,
,actin,2,"'actin': 2,",ac;tin,ac,tin,,,,,,
,action,2,"'action': 2,",ac;tion,ac,tion,,,,,,
,actionable,4,"'actionable': 4,",ac;tion;a;ble,ac,tion,a,ble,,,,
,activity,4,"'activity': 4,",ac;tiv;i;ty,ac,tiv,i,ty,,,,
,activism,3,"'activism': 3,",ac;tiv;ism,ac,tiv,ism,,,,,
,activist,3,"'activist': 3,",ac;tiv;ist,ac,tiv,ist,,,,,
,active,2,"'active': 2,",ac;tive,ac,tive,,,,,,
,actively,3,"'actively': 3,",ac;tive;ly,ac,tive,ly,,,,,
,acton,2,"'acton': 2,",ac;ton,ac,ton,,,,,,
,actor,2,"'actor': 2,",ac;tor,ac,tor,,,,,,
,actress,2,"'actress': 2,",ac;tress,ac,tress,,,,,,
,actuation,4,"'actuation': 4,",ac;tu;a;tion,ac,tu,a,tion,,,,
,actuator,4,"'actuator': 4,",ac;tu;a;tor,ac,tu,a,tor,,,,
,actual,3,"'actual': 3,",ac;tu;al,ac,tu,al,,,,,
,actuality,5,"'actuality': 5,",ac;tu;al;i;ty,ac,tu,al,i,ty,,,
,actually,4,"'actually': 4,",ac;tu;al;ly,ac,tu,al,ly,,,,
,actuarial,5,"'actuarial': 5,",ac;tu;ar;i;al,ac,tu,ar,i,al,,,
,actuaries,4,"'actuaries': 4,",ac;tu;ar;ies,ac,tu,ar,ies,,,,
,actuary,3,"'actuary': 3,",ac;tu;ary,ac,tu,ary,,,,,
,actuated,4,"'actuated': 4,",ac;tu;at;ed,ac,tu,at,ed,,,,
,actuate,3,"'actuate': 3,",ac;tu;ate,ac,tu,ate,,,,,
,acumen,3,"'acumen': 3,",ac;u;men,ac,u,men,,,,,
,acupuncture,4,"'acupuncture': 4,",ac;u;punc;ture,ac,u,punc,ture,,,,
,acyl,2,"'acyl': 2,",ac;yl,ac,yl,,,,,,
,ace,1,"'ace': 1,",ace,ace,,,,,,,
,aching,2,"'aching': 2,",ach;ing,ach,ing,,,,,,
,ache,1,"'ache': 1,",ache,ache,,,,,,,
,act,1,"'act': 1,",act,act,,,,,,,
,acting,2,"'acting': 2,",act;ing,act,ing,,,,,,
,adamant,3,"'adamant': 3,",ad;a;mant,ad,a,mant,,,,,
,adage,2,"'adage': 2,",ad;age,ad,age,,,,,,
,adaptation,4,"'adaptation': 4,",ad;ap;ta;tion,ad,ap,ta,tion,,,,
,addendum,3,"'addendum': 3,",ad;den;dum,ad,den,dum,,,,,
,addition,3,"'addition': 3,",ad;di;tion,ad,di,tion,,,,,
,additional,4,"'additional': 4,",ad;di;tion;al,ad,di,tion,al,,,,
,additionally,5,"'additionally': 5,",ad;di;tion;al;ly,ad,di,tion,al,ly,,,
,additive,3,"'additive': 3,",ad;di;tive,ad,di,tive,,,,,
,addiction,3,"'addiction': 3,",ad;dic;tion,ad,dic,tion,,,,,
,addictive,3,"'addictive': 3,",ad;dic;tive,ad,dic,tive,,,,,
,addict,2,"'addict': 2,",ad;dict,ad,dict,,,,,,
,addicted,3,"'addicted': 3,",ad;dict;ed,ad,dict,ed,,,,,
,address,2,"'address': 2,",ad;dress,ad,dress,,,,,,
,addressee,3,"'addressee': 3,",ad;dress;ee,ad,dress,ee,,,,,
,addressing,3,"'addressing': 3,",ad;dress;ing,ad,dress,ing,,,,,
,addy,2,"'addy': 2,",ad;dy,ad,dy,,,,,,
,adenine,3,"'adenine': 3,",ad;e;nine,ad,e,nine,,,,,
,adenocarcinoma,7,"'adenocarcinoma': 7,",ad;e;no;car;ci;no;ma,ad,e,no,car,ci,no,ma,
,adenoma,4,"'adenoma': 4,",ad;e;no;ma,ad,e,no,ma,,,,
,adenovirus,5,"'adenovirus': 5,",ad;e;no;vi;rus,ad,e,no,vi,rus,,,
,adequacy,4,"'adequacy': 4,",ad;e;qua;cy,ad,e,qua,cy,,,,
,adequate,3,"'adequate': 3,",ad;e;quate,ad,e,quate,,,,,
,adequately,4,"'adequately': 4,",ad;e;quate;ly,ad,e,quate,ly,,,,
,adept,2,"'adept': 2,",ad;ept,ad,ept,,,,,,
,adhesion,3,"'adhesion': 3,",ad;he;sion,ad,he,sion,,,,,
,adhesive,3,"'adhesive': 3,",ad;he;sive,ad,he,sive,,,,,
,adherence,3,"'adherence': 3,",ad;her;ence,ad,her,ence,,,,,
,adherent,3,"'adherent': 3,",ad;her;ent,ad,her,ent,,,,,
,adhering,3,"'adhering': 3,",ad;her;ing,ad,her,ing,,,,,
,adhere,2,"'adhere': 2,",ad;here,ad,here,,,,,,
,adhered,2,"'adhered': 2,",ad;hered,ad,hered,,,,,,
,adiabatic,5,"'adiabatic': 5,",ad;i;a;bat;ic,ad,i,a,bat,ic,,,
,adios,3,"'adios': 3,",ad;i;os,ad,i,os,,,,,
,adipose,3,"'adipose': 3,",ad;i;pose,ad,i,pose,,,,,
,adjacency,4,"'adjacency': 4,",ad;ja;cen;cy,ad,ja,cen,cy,,,,
,adjacent,3,"'adjacent': 3,",ad;ja;cent,ad,ja,cent,,,,,
,adjective,3,"'adjective': 3,",ad;jec;tive,ad,jec,tive,,,,,
,adjoining,3,"'adjoining': 3,",ad;join;ing,ad,join,ing,,,,,
,adjoint,2,"'adjoint': 2,",ad;joint,ad,joint,,,,,,
,adjourn,2,"'adjourn': 2,",ad;journ,ad,journ,,,,,,
,adjournment,3,"'adjournment': 3,",ad;journ;ment,ad,journ,ment,,,,,
,adjudication,5,"'adjudication': 5,",ad;ju;di;ca;tion,ad,ju,di,ca,tion,,,
,adjudicator,5,"'adjudicator': 5,",ad;ju;di;ca;tor,ad,ju,di,ca,tor,,,
,adjudicated,5,"'adjudicated': 5,",ad;ju;di;cat;ed,ad,ju,di,cat,ed,,,
,adjutant,3,"'adjutant': 3,",ad;ju;tant,ad,ju,tant,,,,,
,adjuvant,3,"'adjuvant': 3,",ad;ju;vant,ad,ju,vant,,,,,
,adjunct,2,"'adjunct': 2,",ad;junct,ad,junct,,,,,,
,adjust,2,"'adjust': 2,",ad;just,ad,just,,,,,,
,adjustable,4,"'adjustable': 4,",ad;just;a;ble,ad,just,a,ble,,,,
,adjuster,3,"'adjuster': 3,",ad;just;er,ad,just,er,,,,,
,adjustment,3,"'adjustment': 3,",ad;just;ment,ad,just,ment,,,,,
,admirable,4,"'admirable': 4,",ad;mi;ra;ble,ad,mi,ra,ble,,,,
,admirably,4,"'admirably': 4,",ad;mi;ra;bly,ad,mi,ra,bly,,,,
,admiration,4,"'admiration': 4,",ad;mi;ra;tion,ad,mi,ra,tion,,,,
,admiral,3,"'admiral': 3,",ad;mi;ral,ad,mi,ral,,,,,
,admiralty,4,"'admiralty': 4,",ad;mi;ral;ty,ad,mi,ral,ty,,,,
,admin,2,"'admin': 2,",ad;min,ad,min,,,,,,
,administer,4,"'administer': 4,",ad;min;is;ter,ad,min,is,ter,,,,
,administration,5,"'administration': 5,",ad;min;is;tra;tion,ad,min,is,tra,tion,,,
,administrative,5,"'administrative': 5,",ad;min;is;tra;tive,ad,min,is,tra,tive,,,
,administratively,6,"'administratively': 6,",ad;min;is;tra;tive;ly,ad,min,is,tra,tive,ly,,
,administrator,5,"'administrator': 5,",ad;min;is;tra;tor,ad,min,is,tra,tor,,,
,admirer,3,"'admirer': 3,",ad;mir;er,ad,mir,er,,,,,
,admiring,3,"'admiring': 3,",ad;mir;ing,ad,mir,ing,,,,,
,admire,2,"'admire': 2,",ad;mire,ad,mire,,,,,,
,admired,2,"'admired': 2,",ad;mired,ad,mired,,,,,,
,admissibility,6,"'admissibility': 6,",ad;mis;si;bil;i;ty,ad,mis,si,bil,i,ty,,
,admissible,4,"'admissible': 4,",ad;mis;si;ble,ad,mis,si,ble,,,,
,admission,3,"'admission': 3,",ad;mis;sion,ad,mis,sion,,,,,
,admit,2,"'admit': 2,",ad;mit,ad,mit,,,,,,
,admittance,3,"'admittance': 3,",ad;mit;tance,ad,mit,tance,,,,,
,admitted,3,"'admitted': 3,",ad;mit;ted,ad,mit,ted,,,,,
,admittedly,4,"'admittedly': 4,",ad;mit;ted;ly,ad,mit,ted,ly,,,,
,admitting,3,"'admitting': 3,",ad;mit;ting,ad,mit,ting,,,,,
,admixture,3,"'admixture': 3,",ad;mix;ture,ad,mix,ture,,,,,
,admonition,4,"'admonition': 4,",ad;mo;ni;tion,ad,mo,ni,tion,,,,
,adolescence,4,"'adolescence': 4,",ad;o;les;cence,ad,o,les,cence,,,,
,adolescent,4,"'adolescent': 4,",ad;o;les;cent,ad,o,les,cent,,,,
,adoration,4,"'adoration': 4,",ad;o;ra;tion,ad,o,ra,tion,,,,
,adrenal,3,"'adrenal': 3,",ad;re;nal,ad,re,nal,,,,,
,adrenergic,4,"'adrenergic': 4,",ad;ren;er;gic,ad,ren,er,gic,,,,
,adsorption,3,"'adsorption': 3,",ad;sorp;tion,ad,sorp,tion,,,,,
,advantageous,4,"'advantageous': 4,",ad;van;ta;geous,ad,van,ta,geous,,,,
,advantage,3,"'advantage': 3,",ad;van;tage,ad,van,tage,,,,,
,advances,3,"'advances': 3,",ad;vanc;es,ad,vanc,es,,,,,
,advancing,3,"'advancing': 3,",ad;vanc;ing,ad,vanc,ing,,,,,
,advance,2,"'advance': 2,",ad;vance,ad,vance,,,,,,
,advancement,3,"'advancement': 3,",ad;vance;ment,ad,vance,ment,,,,,
,advanced,2,"'advanced': 2,",ad;vanced,ad,vanced,,,,,,
,advection,3,"'advection': 3,",ad;vec;tion,ad,vec,tion,,,,,
,adventurer,4,"'adventurer': 4,",ad;ven;tur;er,ad,ven,tur,er,,,,
,adventurous,4,"'adventurous': 4,",ad;ven;tur;ous,ad,ven,tur,ous,,,,
,adventure,3,"'adventure': 3,",ad;ven;ture,ad,ven,ture,,,,,
,advent,2,"'advent': 2,",ad;vent,ad,vent,,,,,,
,adversaries,4,"'adversaries': 4,",ad;ver;sar;ies,ad,ver,sar,ies,,,,
,adversary,4,"'adversary': 4,",ad;ver;sar;y,ad,ver,sar,y,,,,
,adversity,4,"'adversity': 4,",ad;ver;si;ty,ad,ver,si,ty,,,,
,advertiser,4,"'advertiser': 4,",ad;ver;tis;er,ad,ver,tis,er,,,,
,advertising,4,"'advertising': 4,",ad;ver;tis;ing,ad,ver,tis,ing,,,,
,advertise,3,"'advertise': 3,",ad;ver;tise,ad,ver,tise,,,,,
,advertisement,4,"'advertisement': 4,",ad;ver;tise;ment,ad,ver,tise,ment,,,,
,advertised,3,"'advertised': 3,",ad;ver;tised,ad,ver,tised,,,,,
,adverb,2,"'adverb': 2,",ad;verb,ad,verb,,,,,,
,adverse,2,"'adverse': 2,",ad;verse,ad,verse,,,,,,
,adversely,3,"'adversely': 3,",ad;verse;ly,ad,verse,ly,,,,,
,advert,2,"'advert': 2,",ad;vert,ad,vert,,,,,,
,advisory,4,"'advisory': 4,",ad;vi;so;ry,ad,vi,so,ry,,,,
,advisor,3,"'advisor': 3,",ad;vi;sor,ad,vi,sor,,,,,
,advice,2,"'advice': 2,",ad;vice,ad,vice,,,,,,
,advisable,4,"'advisable': 4,",ad;vis;a;ble,ad,vis,a,ble,,,,
,adviser,3,"'adviser': 3,",ad;vis;er,ad,vis,er,,,,,
,advise,2,"'advise': 2,",ad;vise,ad,vise,,,,,,
,advisement,3,"'advisement': 3,",ad;vise;ment,ad,vise,ment,,,,,
,advised,2,"'advised': 2,",ad;vised,ad,vised,,,,,,
,advocacy,4,"'advocacy': 4,",ad;vo;ca;cy,ad,vo,ca,cy,,,,
,advocated,4,"'advocated': 4,",ad;vo;cat;ed,ad,vo,cat,ed,,,,
,advocating,4,"'advocating': 4,",ad;vo;cat;ing,ad,vo,cat,ing,,,,
,advocate,3,"'advocate': 3,",ad;vo;cate,ad,vo,cate,,,,,
,add,1,"'add': 1,",add,add,,,,,,,
,adder,2,"'adder': 2,",add;er,add,er,,,,,,
,adj,1,"'adj': 1,",adj,adj,,,,,,,
,adv,1,"'adv': 1,",adv,adv,,,,,,,
,aegis,2,"'aegis': 2,",ae;gis,ae,gis,,,,,,
,aeon,2,"'aeon': 2,",ae;on,ae,on,,,,,,
,aeration,3,"'aeration': 3,",aer;a;tion,aer,a,tion,,,,,
,aerial,3,"'aerial': 3,",aer;i;al,aer,i,al,,,,,
,aero,2,"'aero': 2,",aer;o,aer,o,,,,,,
,aerobic,3,"'aerobic': 3,",aer;o;bic,aer,o,bic,,,,,
,aerodrome,3,"'aerodrome': 3,",aer;o;drome,aer,o,drome,,,,,
,aerodynamic,5,"'aerodynamic': 5,",aer;o;dy;nam;ic,aer,o,dy,nam,ic,,,
,aerodynamics,5,"'aerodynamics': 5,",aer;o;dy;nam;ics,aer,o,dy,nam,ics,,,
,aeronautical,5,"'aeronautical': 5,",aer;o;nau;ti;cal,aer,o,nau,ti,cal,,,
,aeronautics,4,"'aeronautics': 4,",aer;o;naut;ics,aer,o,naut,ics,,,,
,aeroplane,3,"'aeroplane': 3,",aer;o;plane,aer,o,plane,,,,,
,aerosol,3,"'aerosol': 3,",aer;o;sol,aer,o,sol,,,,,
,aerospace,3,"'aerospace': 3,",aer;o;space,aer,o,space,,,,,
,aesthetically,5,"'aesthetically': 5,",aes;thet;i;cal;ly,aes,thet,i,cal,ly,,,
,aesthetic,3,"'aesthetic': 3,",aes;thet;ic,aes,thet,ic,,,,,
,aesthetics,3,"'aesthetics': 3,",aes;thet;ics,aes,thet,ics,,,,,
,aet,1,"'aet': 1,",aet,aet,,,,,,,
,affair,2,"'affair': 2,",af;fair,af,fair,,,,,,
,affairs,2,"'affairs': 2,",af;fairs,af,fairs,,,,,,
,affection,3,"'affection': 3,",af;fec;tion,af,fec,tion,,,,,
,affectionate,4,"'affectionate': 4,",af;fec;tion;ate,af,fec,tion,ate,,,,
,affectionately,5,"'affectionately': 5,",af;fec;tion;ate;ly,af,fec,tion,ate,ly,,,
,affective,3,"'affective': 3,",af;fec;tive,af,fec,tive,,,,,
,affect,2,"'affect': 2,",af;fect,af,fect,,,,,,
,affected,3,"'affected': 3,",af;fect;ed,af,fect,ed,,,,,
,affecting,3,"'affecting': 3,",af;fect;ing,af,fect,ing,,,,,
,afferent,3,"'afferent': 3,",af;fer;ent,af,fer,ent,,,,,
,affidavit,4,"'affidavit': 4,",af;fi;da;vit,af,fi,da,vit,,,,
,affiliation,5,"'affiliation': 5,",af;fil;i;a;tion,af,fil,i,a,tion,,,
,affiliated,5,"'affiliated': 5,",af;fil;i;at;ed,af,fil,i,at,ed,,,
,affiliate,4,"'affiliate': 4,",af;fil;i;ate,af,fil,i,ate,,,,
,affinity,4,"'affinity': 4,",af;fin;i;ty,af,fin,i,ty,,,,
,affine,2,"'affine': 2,",af;fine,af,fine,,,,,,
,affirmation,4,"'affirmation': 4,",af;fir;ma;tion,af,fir,ma,tion,,,,
,affirm,2,"'affirm': 2,",af;firm,af,firm,,,,,,
,affirmative,4,"'affirmative': 4,",af;firm;a;tive,af,firm,a,tive,,,,
,affirmatively,5,"'affirmatively': 5,",af;firm;a;tive;ly,af,firm,a,tive,ly,,,
,affix,2,"'affix': 2,",af;fix,af,fix,,,,,,
,affliction,3,"'affliction': 3,",af;flic;tion,af,flic,tion,,,,,
,affluence,3,"'affluence': 3,",af;flu;ence,af,flu,ence,,,,,
,affluent,3,"'affluent': 3,",af;flu;ent,af,flu,ent,,,,,
,afford,2,"'afford': 2,",af;ford,af,ford,,,,,,
,affordable,4,"'affordable': 4,",af;ford;a;ble,af,ford,a,ble,,,,
,afghan,2,"'afghan': 2,",af;ghan,af,ghan,,,,,,
,afghani,3,"'afghani': 3,",af;ghan;i,af,ghan,i,,,,,
,after,2,"'after': 2,",af;ter,af,ter,,,,,,
,aftercare,3,"'aftercare': 3,",af;ter;care,af,ter,care,,,,,
,afterglow,3,"'afterglow': 3,",af;ter;glow,af,ter,glow,,,,,
,afterlife,3,"'afterlife': 3,",af;ter;life,af,ter,life,,,,,
,aftermath,3,"'aftermath': 3,",af;ter;math,af,ter,math,,,,,
,afternoon,3,"'afternoon': 3,",af;ter;noon,af,ter,noon,,,,,
,afternoons,3,"'afternoons': 3,",af;ter;noons,af,ter,noons,,,,,
,aftershock,3,"'aftershock': 3,",af;ter;shock,af,ter,shock,,,,,
,afterthought,3,"'afterthought': 3,",af;ter;thought,af,ter,thought,,,,,
,afterward,3,"'afterward': 3,",af;ter;ward,af,ter,ward,,,,,
,afterwards,3,"'afterwards': 3,",af;ter;wards,af,ter,wards,,,,,
,aff,1,"'aff': 1,",aff,aff,,,,,,,
,aft,1,"'aft': 1,",aft,aft,,,,,,,
,agate,2,"'agate': 2,",ag;ate,ag,ate,,,,,,
,aggie,2,"'aggie': 2,",ag;gie,ag,gie,,,,,,
,agglomeration,5,"'agglomeration': 5,",ag;glom;er;a;tion,ag,glom,er,a,tion,,,
,aggravation,4,"'aggravation': 4,",ag;gra;va;tion,ag,gra,va,tion,,,,
,aggravating,4,"'aggravating': 4,",ag;gra;vat;ing,ag,gra,vat,ing,,,,
,aggravate,3,"'aggravate': 3,",ag;gra;vate,ag,gra,vate,,,,,
,aggravated,3,"'aggravated': 3,",ag;gra;vated,ag,gra,vated,,,,,
,aggregation,4,"'aggregation': 4,",ag;gre;ga;tion,ag,gre,ga,tion,,,,
,aggregated,4,"'aggregated': 4,",ag;gre;gat;ed,ag,gre,gat,ed,,,,
,aggregating,4,"'aggregating': 4,",ag;gre;gat;ing,ag,gre,gat,ing,,,,
,aggregate,3,"'aggregate': 3,",ag;gre;gate,ag,gre,gate,,,,,
,aggression,3,"'aggression': 3,",ag;gres;sion,ag,gres,sion,,,,,
,aggressive,3,"'aggressive': 3,",ag;gres;sive,ag,gres,sive,,,,,
,aggressively,4,"'aggressively': 4,",ag;gres;sive;ly,ag,gres,sive,ly,,,,
,aggressiveness,4,"'aggressiveness': 4,",ag;gres;sive;ness,ag,gres,sive,ness,,,,
,aggressor,3,"'aggressor': 3,",ag;gres;sor,ag,gres,sor,,,,,
,aggrieved,2,"'aggrieved': 2,",ag;grieved,ag,grieved,,,,,,
,agitation,4,"'agitation': 4,",ag;i;ta;tion,ag,i,ta,tion,,,,
,agitator,4,"'agitator': 4,",ag;i;ta;tor,ag,i,ta,tor,,,,
,agitated,4,"'agitated': 4,",ag;i;tat;ed,ag,i,tat,ed,,,,
,agile,2,"'agile': 2,",ag;ile,ag,ile,,,,,,
,aging,2,"'aging': 2,",ag;ing,ag,ing,,,,,,
,agnostic,3,"'agnostic': 3,",ag;nos;tic,ag,nos,tic,,,,,
,agonist,3,"'agonist': 3,",ag;o;nist,ag,o,nist,,,,,
,agonizing,4,"'agonizing': 4,",ag;o;niz;ing,ag,o,niz,ing,,,,
,agony,3,"'agony': 3,",ag;o;ny,ag,o,ny,,,,,
,agora,3,"'agora': 3,",ag;o;ra,ag,o,ra,,,,,
,agribusiness,4,"'agribusiness': 4,",ag;ri;busi;ness,ag,ri,busi,ness,,,,
,agricultural,5,"'agricultural': 5,",ag;ri;cul;tur;al,ag,ri,cul,tur,al,,,
,agriculture,4,"'agriculture': 4,",ag;ri;cul;ture,ag,ri,cul,ture,,,,
,agronomic,4,"'agronomic': 4,",ag;ro;nom;ic,ag,ro,nom,ic,,,,
,age,1,"'age': 1,",age,age,,,,,,,
